Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Heart attack, vomiting, breathlessness, sweating, chest_pain
Heart attack, vomiting, breathlessness, sweating, chest_pain
Heart attack, breathlessness, sweating, chest_pain,
Heart attack, vomiting, sweating, chest_pain,
Heart attack, vomiting, breathlessness, chest_pain,
Heart attack, vomiting, breathlessness, sweating,
Heart attack, vomiting, breathlessness, sweating, chest_pain
Heart attack, breathlessness, sweating, chest_pain,
Heart attack, vomiting, sweating, chest_pain,
Heart attack, vomiting, breathlessness, chest_pain,
Varicose veins, fatigue, cramps, bruising, obesity
Varicose veins, fatigue, cramps, bruising, obesity
Varicose veins, cramps, bruising, obesity, swollen_legs
Varicose veins, fatigue, bruising, obesity, swollen_legs
Varicose veins, fatigue, cramps, obesity, swollen_legs
Varicose veins, fatigue, cramps, bruising, swollen_legs
Varicose veins, fatigue, cramps, bruising, obesity
Varicose veins, fatigue, cramps, bruising, obesity
Varicose veins, fatigue, cramps, bruising, obesity
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating
Hyperthyroidism, fatigue, weight_loss, restlessness, sweating
Hyperthyroidism, fatigue, mood_swings, restlessness, sweating
Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Hypoglycemia, fatigue, anxiety, sweating, headache
Hypoglycemia, vomiting, anxiety, sweating, headache
Hypoglycemia, vomiting, fatigue, sweating, headache
Hypoglycemia, vomiting, fatigue, anxiety, headache
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints
Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints
Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints
Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking
Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking
Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking
Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance
(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Acne, pus_filled_pimples, blackheads, scurring,
Acne, skin_rash, blackheads, scurring,
Acne, skin_rash, pus_filled_pimples, scurring,
Acne, skin_rash, pus_filled_pimples, blackheads,
Acne, skin_rash, pus_filled_pimples, blackheads, scurring
Acne, skin_rash, pus_filled_pimples, blackheads,
Acne, skin_rash, pus_filled_pimples, scurring,
Acne, skin_rash, blackheads, scurring,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
ADHD, anxiety, depression, panic_attacks,
ADHD, emotional_outbursts, insomnia, loneliness,
ADHD, suicidal_thoughts, chronic_stress, low_motivation,
ADHD, mood_swings, eating_disorders, fatigue,
ADHD, anxiety, social_anxiety, hopelessness,
ADHD, PTSD, emotional_breakdowns, body_dysmorphia,
ADHD, self_harm, overthinking, anger,
ADHD, rapid_weight_loss, lack_of_concentration, insomnia,
ADHD, depression, emotional_fatigue, isolation,
ADHD, panic_attacks, suicidal_attempts, anxiety,
ADHD, chronic_stress, loneliness, hopelessness,
ADHD, anxiety, low_motivation, eating_disorders,
ADHD, PTSD, stress, emotional_breakdowns,
ADHD, body_dysmorphia, depression, self_doubt,
ADHD, insomnia, anger, mood_swings,
ADHD, loneliness, social_anxiety, panic_attacks,
ADHD, low_motivation, anxiety, suicidal_thoughts,
ADHD, emotional_fatigue, overthinking, eating_disorders,
ADHD, isolation, chronic_stress, fatigue,
ADHD, anxiety, suicidal_thoughts, body_dysmorphia,
ADHD, hopelessness, emotional_outbursts, depression,
ADHD, insomnia, PTSD, anger,
ADHD, low_motivation, panic_attacks, self_harm,
ADHD, anxiety, loneliness, emotional_fatigue,
ADHD, eating_disorders, suicidal_attempts, rapid_weight_loss,
ADHD, stress, mood_swings, overthinking,
ADHD, emotional_breakdowns, hopelessness, body_dysmorphia,
ADHD, anxiety, chronic_stress, fatigue,
ADHD, isolation, panic_attacks, suicidal_thoughts,
ADHD, depression, self_doubt, social_anxiety,
ADHD, insomnia, emotional_outbursts, PTSD,
ADHD, low_motivation, anger, eating_disorders,
ADHD, anxiety, suicidal_attempts, hopelessness,
ADHD, emotional_fatigue, rapid_weight_loss, panic_attacks,
ADHD, mood_swings, loneliness, anxiety,
ADHD, overthinking, body_dysmorphia, chronic_stress,
ADHD, fatigue, isolation, depression,
ADHD, suicidal_thoughts, emotional_breakdowns, low_motivation,
ADHD, PTSD, anxiety, self_harm,
ADHD, eating_disorders, anger, hopelessness,
ADHD, panic_attacks, emotional_fatigue, insomnia,
ADHD, chronic_stress, social_anxiety, low_motivation,
ADHD, loneliness, depression, rapid_weight_loss,
ADHD, anxiety, emotional_outbursts, suicidal_thoughts,
ADHD, low_motivation, isolation, body_dysmorphia,
Alzheimer, memory_loss, confusion, difficulty_with_concentration,
Alzheimer, forgetfulness, mood_swings, disorientation,
Alzheimer, language_problems, anxiety, withdrawal_from_social_interactions,
Alzheimer, trouble_recognizing_family, difficulty_with_daily_tasks, changes_in_sleep_patterns,
Alzheimer, changes_in_personality, loss_of_initiative, difficulty_with_problem_solving,
Alzheimer, forgetfulness_of_recent_conversations, repetitive_questions, difficulty_with_familiar_tasks,
Alzheimer, inability_to_recognize_common_objects, confusion, depression,
Alzheimer, agitation, restlessness, changes_in_hygiene,
Alzheimer, inability_to_find_words, wandering, loss_of_interests,
Alzheimer, lack_of_motivation, impaired_communication, decreased_judgment,
Alzheimer, impaired_abstract_thinking, misplacing_items, difficulty_with_financial_tasks,
Alzheimer, changes_in_mood, anxiety, repetitive_behaviors,
Alzheimer, decreased_attention_span, trouble_with_spatial_relationships, increased_fatigue,
Alzheimer, loss_of_social_graces, difficulty_following_conversations, withdrawal_from_work_or_social_activities,
Alzheimer, changes_in_appetite, confusion, fatigue,
Alzheimer, loss_of_initiative, agitation, mood_swings,
Anaemia, fatigue, weakness, pallor,
Anaemia, dizziness, shortness_of_breath, cold_extremities,
Anaemia, rapid_heart_rate, chest_pain, headaches,
Anaemia, brittle_nails, cognitive_impairment, insomnia,
Anaemia, irritability, restless_legs, poor_concentration,
Anaemia, pale_skin, dizziness, fatigue,
Anaemia, weakness, shortness_of_breath, rapid_heart_rate,
Anaemia, chest_pain, cognitive_impairment, headaches,
Anaemia, cold_extremities, irritability, pallor,
Anaemia, insomnia, weakness, dizziness,
Anaemia, fatigue, headaches, pale_skin,
Anaemia, poor_concentration, shortness_of_breath, cold_extremities,
Anaemia, dizziness, irritability, rapid_heart_rate,
Anaemia, weakness, insomnia, chest_pain,
Anaemia, fatigue, cold_extremities, brittle_nails,
Anaemia, pallor, cognitive_impairment, headaches,
Anaemia, dizziness, weakness, poor_concentration,
Anaemia, rapid_heart_rate, irritability, insomnia,
Anaemia, shortness_of_breath, fatigue, chest_pain,
Anaemia, cold_extremities, headaches, dizziness,
Anaemia, pale_skin, rapid_heart_rate, cognitive_impairment,
Anaemia, insomnia, weakness, fatigue,
Anaemia, irritability, cold_extremities, shortness_of_breath,
Anaemia, chest_pain, dizziness, rapid_heart_rate,
Anaemia, poor_concentration, fatigue, insomnia,
Anaemia, headaches, weakness, pallor,
Anaemia, irritability, cognitive_impairment, dizziness,
Anaemia, fatigue, shortness_of_breath, brittle_nails,
Anaemia, cold_extremities, headaches, insomnia,
Anaemia, pale_skin, weakness, irritability,
Anaemia, dizziness, fatigue, cognitive_impairment,
Anaemia, rapid_heart_rate, shortness_of_breath, chest_pain,
Anaemia, insomnia, poor_concentration, cold_extremities,
Anaemia, irritability, dizziness, pale_skin,
Anaemia, headaches, fatigue, insomnia,
Anaemia, weakness, cognitive_impairment, chest_pain,
Anaemia, shortness_of_breath, rapid_heart_rate, irritability,
Anaemia, dizziness, fatigue, brittle_nails,
Anaemia, cold_extremities, headaches, pale_skin,
Anaemia, rapid_heart_rate, insomnia, cognitive_impairment,
Anaemia, weakness, shortness_of_breath, dizziness,
Anaemia, irritability, fatigue, chest_pain,
Anaemia, pale_skin, insomnia, cognitive_impairment,
Anxiety, excessive_worry, restlessness, fatigue,
Anxiety, irritability, difficulty_concentrating, sleep_disturbances,
Anxiety, muscle_tension, panic_attacks, racing_heart,
Anxiety, avoidance_behaviors, sweating, trembling,
Anxiety, nausea, shortness_of_breath, dizziness,
Anxiety, excessive_worry, sleep_disturbances, irritability,
Anxiety, racing_heart, fatigue, difficulty_concentrating,
Anxiety, panic_attacks, trembling, restlessness,
Anxiety, muscle_tension, dizziness, avoidance_behaviors,
Anxiety, nausea, irritability, racing_heart,
Anxiety, excessive_worry, fatigue, sleep_disturbances,
Anxiety, difficulty_concentrating, panic_attacks, muscle_tension,
Anxiety, trembling, avoidance_behaviors, shortness_of_breath,
